City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Namibe,AO,2020-03-30 21:59:42,-15.2,12.15,72.07,76,86,4.5
277,Goderich,CA,2020-03-30 21:59:42,43.75,-81.72,39.99,87,100,14.63
278,Fonte Boa,BR,2020-03-30 21:59:43,-2.5,-66.27,73.63,94,100,3.96
279,Belyy Yar,RU,2020-03-30 21:59:08,53.6,91.39,28.4,54,18,4.47
280,Te Anau,NZ,2020-03-30 21:59:43,-45.42,167.72,52.81,65,4,0.78
281,Rebrikha,RU,2020-03-30 21:59:43,53.07,82.34,23.76,96,44,5.32
282,Novomyrhorod,UA,2020-03-30 21:59:44,48.78,31.64,39.4,69,57,12.77
283,Urusha,RU,2020-03-30 21:59:44,54.05,122.9,11.08,88,4,3.36
284,Aleksandrovsk-Sakhalinskiy,RU,2020-03-30 21:59:44,50.9,142.16,32.18,92,85,20.62
285,Saint-Pierre,RE,2020-03-30 21:59:45,-21.34,55.48,78.8,94,48,9.17
286,Garliava,LT,2020-03-30 21:59:45,54.82,23.87,30.2,68,94,1.12
287,Warrnambool,AU,2020-03-30 21:59:45,-38.38,142.48,52.0,95,9,10.36
288,Alice Springs,AU,2020-03-30 21:59:46,-23.7,133.88,69.8,49,10,1.12
289,Zheleznodorozhnyy,RU,2020-03-30 21:59:46,55.75,38.0,28.4,92,75,13.42
290,Wentzville,US,2020-03-30 21:59:46,38.81,-90.85,66.99,36,1,6.93
291,Hurghada,EG,2020-03-30 21:59:47,27.26,33.81,73.09,39,21,6.15
292,San Vicente,AR,2020-03-30 21:59:47,-26.62,-54.13,77.43,62,20,1.52
293,Tual,ID,2020-03-30 21:59:48,-5.67,132.75,84.0,72,87,6.26
294,Raga,SS,2020-03-30 21:59:48,8.46,25.68,75.15,20,0,0.87
295,Andenes,NO,2020-03-30 21:59:49,69.31,16.12,30.2,80,100,35.57
296,Yei,SS,2020-03-30 21:59:49,4.09,30.68,73.85,55,72,3.71
297,Oranjemund,NA,2020-03-30 21:59:49,-28.55,16.43,59.58,91,6,5.46
298,Lagoa,PT,2020-03-30 21:59:50,39.05,-27.98,58.73,78,19,28.54
299,Meadow Lake,US,2020-03-30 21:59:50,34.8,-106.54,64.0,13,1,18.34
300,Kulhudhuffushi,MV,2020-03-30 21:55:47,6.62,73.07,83.57,65,10,2.62
301,Kampot,KH,2020-03-30 21:59:51,10.62,104.18,77.0,88,90,2.24
302,Regeneracao,BR,2020-03-30 21:59:51,-6.24,-42.69,79.12,84,99,4.0
303,Norwich,GB,2020-03-30 21:59:51,52.63,1.3,43.0,70,43,12.75
304,Newburgh,US,2020-03-30 21:59:52,41.5,-74.01,51.01,87,90,6.93
305,Shenzhen,CN,2020-03-30 21:58:39,22.55,114.07,68.0,94,40,3.36
306,Wasilla,US,2020-03-30 21:59:52,61.58,-149.44,28.99,25,1,21.92
307,Kavieng,PG,2020-03-30 21:59:53,-2.57,150.8,83.14,74,100,6.15
308,Aleksandrov Gay,RU,2020-03-30 21:59:53,50.15,48.57,51.15,73,100,3.33
309,Ust-Maya,RU,2020-03-30 21:59:53,60.42,134.53,15.71,95,99,4.97
310,Smithers,CA,2020-03-30 21:59:54,54.78,-127.17,21.2,73,90,8.05
311,Wamba,NG,2020-03-30 21:59:54,8.93,8.6,87.12,42,17,1.79
312,Laje,BR,2020-03-30 21:59:55,-10.18,-40.97,75.78,61,61,9.4
313,Baherden,TM,2020-03-30 21:59:55,38.44,57.43,62.8,53,97,2.21
314,Kaitangata,NZ,2020-03-30 21:59:55,-46.28,169.85,57.0,89,50,1.01
315,Sola,VU,2020-03-30 21:59:55,-13.88,167.55,82.36,73,100,3.38
316,Gondal,IN,2020-03-30 21:59:56,21.97,70.8,80.01,56,0,9.31
317,Preobrazheniye,RU,2020-03-30 21:59:56,42.9,133.91,37.22,83,35,5.99
318,Vestmannaeyjar,IS,2020-03-30 21:59:56,63.44,-20.27,43.56,81,100,22.24
319,Makokou,GA,2020-03-30 21:59:57,0.57,12.86,73.17,82,100,2.64
320,Fortuna,US,2020-03-30 21:59:57,40.6,-124.16,55.99,87,20,10.29
321,Brunswick,US,2020-03-30 21:56:53,41.24,-81.84,46.0,68,90,14.99
322,Rio Verde De Mato Grosso,BR,2020-03-30 21:59:58,-18.92,-54.84,82.49,65,22,3.69
323,Skjervoy,NO,2020-03-30 21:59:58,70.03,20.97,28.4,79,75,10.29
324,Marrakesh,MA,2020-03-30 21:57:04,31.63,-8.01,60.8,63,0,10.29
325,Ixtapa,MX,2020-03-30 21:59:59,20.7,-105.2,82.0,65,75,8.05
326,Hinton,CA,2020-03-30 21:58:52,53.4,-117.59,20.7,83,100,7.18
327,Sayyan,YE,2020-03-30 22:00:00,15.17,44.32,59.67,23,0,2.86
328,Urazovo,RU,2020-03-30 22:00:00,50.08,38.04,49.93,64,87,8.9
329,Port Lincoln,AU,2020-03-30 21:55:44,-34.73,135.87,59.79,78,7,4.41
330,Takoradi,GH,2020-03-30 22:00:01,4.88,-1.76,80.85,86,95,8.86
331,Vao,NC,2020-03-30 21:55:30,-22.67,167.48,73.62,70,98,20.2
332,Ostroleka,PL,2020-03-30 22:00:02,53.09,21.58,28.99,72,35,2.91
333,Guerrero Negro,MX,2020-03-30 22:00:04,27.98,-114.06,76.19,27,69,8.32
334,George Town,MY,2020-03-30 21:58:02,5.41,100.34,82.0,88,20,1.12
335,Banda Aceh,ID,2020-03-30 22:00:04,5.56,95.32,78.93,82,77,6.26
336,Mananara,MG,2020-03-30 22:00:07,-16.17,49.77,78.71,83,99,1.25
337,Mwinilunga,ZM,2020-03-30 22:00:07,-11.74,24.43,63.82,66,99,4.18
338,Cidreira,BR,2020-03-30 22:00:08,-30.18,-50.21,76.32,80,0,7.81
339,Ryotsu,JP,2020-03-30 22:00:09,38.08,138.43,37.4,100,0,1.12
340,Honiara,SB,2020-03-30 22:00:09,-9.43,159.95,80.6,83,75,2.24
341,Omboue,GA,2020-03-30 22:00:09,-1.57,9.26,80.46,88,60,2.08
342,Gallatin,US,2020-03-30 22:00:10,45.67,-111.2,55.99,24,20,21.92
343,Inyonga,TZ,2020-03-30 22:00:11,-6.72,32.07,66.6,66,68,1.66
344,Mackenzie,CA,2020-03-30 22:00:11,55.3,-123.17,12.2,47,90,8.05
345,Corinto,GR,2020-03-30 22:00:12,37.94,22.96,57.0,66,20,3.36
346,Mayo,US,2020-03-30 22:00:12,38.89,-76.51,73.0,67,20,5.82
347,Luwuk,ID,2020-03-30 22:00:13,-0.95,122.79,80.78,70,58,1.9
348,Harper,LR,2020-03-30 22:00:13,4.38,-7.72,81.72,83,76,7.61
349,Junagarh,IN,2020-03-30 22:00:14,19.87,82.93,82.35,28,1,1.52
350,Sol-Iletsk,RU,2020-03-30 22:00:14,51.16,54.99,39.88,67,3,10.49
351,Bin Qirdan,TN,2020-03-30 22:00:14,33.14,11.22,60.93,49,6,3.04
352,Alappuzha,IN,2020-03-30 22:00:15,9.49,76.33,79.93,86,26,2.37
353,Richards Bay,ZA,2020-03-30 22:00:15,-28.78,32.04,73.36,78,1,16.31
354,Poum,NC,2020-03-30 22:00:16,-20.23,164.02,77.68,75,95,15.88
355,Labuhan,ID,2020-03-30 22:00:16,-6.88,112.21,77.97,87,84,5.19
356,Qandala,SO,2020-03-30 22:00:16,11.47,49.87,83.48,70,0,3.53
357,Umm Lajj,SA,2020-03-30 22:00:16,25.02,37.27,75.9,41,0,7.63
358,Imbituba,BR,2020-03-30 22:00:17,-28.24,-48.67,80.6,69,75,2.24
359,Upington,ZA,2020-03-30 22:00:17,-28.45,21.26,77.0,44,90,8.05
360,Salaga,GH,2020-03-30 22:00:18,8.55,-0.52,92.19,42,98,4.79
361,Sao Joao Da Barra,BR,2020-03-30 22:00:18,-21.64,-41.05,78.8,78,75,9.17
362,Ciudad Guayana,VE,2020-03-30 22:00:18,8.35,-62.65,89.51,39,97,8.43
363,Vagur,FO,2020-03-30 22:00:19,61.47,-6.81,44.55,78,96,26.46
364,Boa Vista,BR,2020-03-30 22:00:00,2.82,-60.67,91.4,41,75,11.41
365,Saint Anthony,US,2020-03-30 22:00:19,45.02,-93.22,61.0,18,1,6.93
366,San Marcos De Colon,HN,2020-03-30 22:00:20,13.43,-86.8,89.6,20,3,8.32
367,Ostrovnoy,RU,2020-03-30 22:00:20,68.05,39.51,25.39,94,99,19.06
368,Jishou,CN,2020-03-30 22:00:20,28.32,109.72,46.06,75,52,0.78
369,Pontianak,ID,2020-03-30 22:00:21,-0.03,109.33,76.23,88,65,3.65
370,Eravur,LK,2020-03-30 22:00:21,7.77,81.61,77.34,81,13,3.44
371,Talnakh,RU,2020-03-30 22:00:21,69.49,88.4,-13.0,83,40,8.95
372,Taoudenni,ML,2020-03-30 22:00:22,22.68,-3.98,79.12,14,54,7.47
373,Gamba,GA,2020-03-30 22:00:22,-2.65,10.0,80.08,88,97,5.99
374,Chumikan,RU,2020-03-30 22:00:22,54.72,135.31,26.98,92,100,3.78
375,Hasaki,JP,2020-03-30 22:00:23,35.73,140.83,46.4,81,75,9.17
376,Hun,LY,2020-03-30 22:00:23,29.13,15.95,63.61,32,0,9.53
377,Yerbogachen,RU,2020-03-30 22:00:23,61.28,108.01,24.33,92,88,10.09
378,Kupang,ID,2020-03-30 21:58:59,-10.17,123.58,73.4,100,20,3.36
379,San Juan,AR,2020-03-30 21:58:59,-31.54,-68.54,82.8,35,52,11.68
380,Asau,RO,2020-03-30 22:00:24,46.43,26.4,34.0,74,75,16.11
381,Miles City,US,2020-03-30 22:00:25,46.41,-105.84,62.6,25,20,5.82
382,Bajil,YE,2020-03-30 22:00:25,15.06,43.29,80.4,68,0,4.52
383,Antalaha,MG,2020-03-30 22:00:25,-14.9,50.28,78.98,82,100,2.91
384,Dunedin,NZ,2020-03-30 22:00:05,-45.87,170.5,57.0,89,89,1.01
385,Tatui,BR,2020-03-30 22:00:26,-23.36,-47.86,75.99,72,15,8.3
386,Gazanjyk,TM,2020-03-30 22:00:26,39.24,55.52,62.96,46,87,3.33
387,Akyab,MM,2020-03-30 22:00:28,20.15,92.9,72.45,69,0,5.64
388,Newport,GB,2020-03-30 22:00:28,51.59,-3.0,46.0,75,75,9.17
389,Saint-Augustin,CA,2020-03-30 22:00:28,51.23,-58.65,32.61,92,100,9.42
390,Ulaangom,MN,2020-03-30 22:00:29,49.98,92.07,4.62,80,4,2.06
391,Rijeka,HR,2020-03-30 22:00:29,45.34,14.41,44.6,48,75,26.4
392,Aranda De Duero,ES,2020-03-30 22:00:29,41.67,-3.69,35.02,57,98,13.13
393,San Cristobal,VE,2020-03-30 22:00:30,7.77,-72.22,87.8,55,20,11.41
394,Bandarbeyla,SO,2020-03-30 22:00:30,9.49,50.81,81.09,76,59,6.73
395,Bone,DE,2020-03-30 22:00:30,51.97,12.14,36.0,93,20,4.7
396,Dalnerechensk,RU,2020-03-30 22:00:31,45.93,133.72,37.69,78,54,10.74
397,Rocha,UY,2020-03-30 22:00:31,-34.48,-54.33,71.38,84,68,9.75
398,Tonantins,BR,2020-03-30 22:00:31,-2.87,-67.8,77.76,79,100,3.04
399,Cardston,CA,2020-03-30 22:00:32,49.2,-113.3,37.4,74,75,16.11
400,Buckingham,GB,2020-03-30 22:00:32,52.0,-0.99,44.01,86,75,9.17
401,Ingham,US,2020-03-30 22:00:32,42.6,-84.38,43.0,75,90,9.17
402,Gushikawa,JP,2020-03-30 22:00:33,26.35,127.87,69.8,94,75,3.36
403,Samarai,PG,2020-03-30 22:00:33,-10.62,150.67,79.27,85,100,2.46
404,Mount Gambier,AU,2020-03-30 21:57:09,-37.83,140.77,55.4,100,90,9.17
405,Baykit,RU,2020-03-30 22:00:34,61.67,96.37,36.63,79,100,14.76
406,Taltal,CL,2020-03-30 22:00:35,-25.4,-70.48,73.31,56,81,5.35
407,Modra,SK,2020-03-30 22:00:35,48.33,17.31,35.01,50,15,10.29
408,Iskateley,RU,2020-03-30 22:00:35,67.68,53.15,17.89,96,96,16.42
409,Ust-Karsk,RU,2020-03-30 22:00:36,52.7,118.81,20.77,85,0,3.49
410,Leningradskiy,RU,2020-03-30 22:00:36,69.38,178.42,12.09,86,54,8.34
411,Wanning,CN,2020-03-30 21:59:09,18.8,110.4,77.43,89,32,10.56
412,Veraval,IN,2020-03-30 22:00:37,20.9,70.37,73.15,81,0,10.49
413,Tezu,IN,2020-03-30 21:56:03,27.92,96.17,67.32,37,0,3.74
414,Hofn,IS,2020-03-30 22:00:37,64.25,-15.21,40.87,67,0,18.34
415,Broken Hill,AU,2020-03-30 22:00:37,-31.95,141.43,59.0,47,0,8.05
416,Togur,RU,2020-03-30 22:00:38,58.36,82.83,35.17,92,100,11.52
417,Lahaina,US,2020-03-30 22:00:38,20.88,-156.68,80.6,57,40,13.87
418,Juegang,CN,2020-03-30 22:00:39,32.32,121.19,48.99,90,99,4.85
419,Mersing,MY,2020-03-30 21:56:35,2.43,103.84,75.2,94,88,5.82
420,Adrar,MR,2020-03-30 22:00:39,20.5,-10.07,75.33,16,3,4.43
421,Mjolby,SE,2020-03-30 22:00:40,58.33,15.12,30.2,49,20,3.36
422,Lasa,IT,2020-03-30 22:00:40,46.62,10.7,44.6,79,40,8.05
423,Keskin,TR,2020-03-30 22:00:40,39.67,33.61,46.0,77,27,2.64
424,Rabo De Peixe,PT,2020-03-30 22:00:41,37.8,-25.58,59.0,77,40,11.41
425,Chapais,CA,2020-03-30 22:00:41,49.78,-74.85,33.8,80,90,17.22
426,Robertsport,LR,2020-03-30 22:00:41,6.75,-11.37,80.74,85,66,10.04
427,Bodden Town,KY,2020-03-30 21:58:39,19.28,-81.25,84.2,79,40,11.41
428,Shuiji,CN,2020-03-30 22:00:42,27.42,118.34,52.83,86,91,0.96
429,Arlit,NE,2020-03-30 22:00:42,18.74,7.39,88.88,15,19,11.74
430,Mangai,CD,2020-03-30 22:00:42,-4.05,19.53,71.65,78,61,2.15
431,Balakhta,RU,2020-03-30 22:00:43,55.38,91.6,29.28,88,86,8.61
432,General Pico,AR,2020-03-30 21:58:00,-35.66,-63.76,75.11,74,87,10.58
433,Severnoye,RU,2020-03-30 22:00:44,56.35,78.36,28.2,96,94,10.94
434,Buraydah,SA,2020-03-30 22:00:44,26.33,43.98,62.6,42,16,8.05
435,Atasu,KZ,2020-03-30 22:00:45,48.68,71.64,24.55,84,0,9.91
436,Rogovatoye,RU,2020-03-30 22:00:45,51.23,38.38,46.09,73,68,5.48
437,Kabardinka,RU,2020-03-30 22:00:45,44.65,37.94,46.4,87,40,6.71
438,Cavalcante,BR,2020-03-30 22:00:46,-13.8,-47.46,74.01,62,17,4.5
439,Presidencia Roque Saenz Pena,AR,2020-03-30 22:00:16,-26.79,-60.44,91.4,48,70,5.68
440,Portland,US,2020-03-30 21:59:04,45.52,-122.68,51.8,76,90,5.82
441,Axim,GH,2020-03-30 22:00:47,4.87,-2.24,80.8,86,97,7.92
442,Humberto De Campos,BR,2020-03-30 22:00:47,-2.6,-43.46,80.17,85,100,5.91
443,Chara,RU,2020-03-30 21:58:32,56.91,118.26,10.58,79,94,3.6
444,Narasannapeta,IN,2020-03-30 22:00:48,18.42,84.05,80.35,77,0,2.71
445,Atar,MR,2020-03-30 22:00:48,20.52,-13.05,79.41,14,6,7.2
446,Asfi,MA,2020-03-30 22:00:49,32.3,-9.24,62.96,80,54,25.79
447,Kholtoson,RU,2020-03-30 22:00:49,50.3,103.31,14.77,73,0,2.59
448,Mehran,IR,2020-03-30 22:00:49,33.12,46.16,41.0,80,0,2.24
449,Fort-De-France,MQ,2020-03-30 21:57:47,14.61,-61.07,80.6,65,40,14.99
450,Buenos Aires,AR,2020-03-30 22:00:50,-34.61,-58.38,79.0,78,75,14.99
451,Blagoyevo,RU,2020-03-30 22:00:50,63.37,47.92,12.31,93,6,4.21
452,Petropavlovsk-Kamchatskiy,RU,2020-03-30 21:59:34,53.05,158.65,32.0,86,75,6.71
453,Deputatskiy,RU,2020-03-30 22:00:51,69.3,139.9,-6.88,84,99,3.65
454,Abu Dhabi,AE,2020-03-30 21:59:30,24.47,54.37,73.99,68,0,10.29
455,San Ramon,US,2020-03-30 21:57:28,37.78,-121.98,69.01,51,75,4.7
456,Shirokiy,RU,2020-03-30 22:00:52,49.76,129.52,32.32,90,100,5.01
457,Yadrin,RU,2020-03-30 22:00:52,55.94,46.21,44.46,78,100,3.31
458,Ca Mau,VN,2020-03-30 21:56:41,9.18,105.15,76.51,88,55,2.33
459,Alugan,PH,2020-03-30 22:00:53,12.22,125.48,79.52,81,17,8.01
460,Vestmanna,FO,2020-03-30 22:00:53,62.16,-7.17,42.8,81,96,19.46
461,Odate,JP,2020-03-30 22:00:53,40.27,140.57,41.0,76,0,2.1
462,Chuari Khas,IN,2020-03-30 22:00:54,32.43,76.02,56.05,34,67,9.26
463,Hambantota,LK,2020-03-30 22:00:54,6.12,81.12,75.2,100,84,2.24
464,Ust-Uda,RU,2020-03-30 22:00:54,54.17,103.03,23.94,92,99,6.38
465,La Ferte-Bernard,FR,2020-03-30 22:00:55,48.19,0.65,44.6,48,0,17.22
466,Mandalgovi,MN,2020-03-30 22:00:55,45.76,106.27,21.13,65,74,10.04
467,Lufilufi,WS,2020-03-30 22:00:56,-13.87,-171.6,87.8,70,40,9.17
468,Constitucion,CL,2020-03-30 21:58:17,-35.33,-72.42,65.71,45,0,12.93
469,Sterling,US,2020-03-30 22:00:57,39.01,-77.43,75.2,24,40,19.46
470,Harlingen,US,2020-03-30 22:00:16,26.19,-97.7,87.8,52,75,18.34
471,Lethem,GY,2020-03-30 22:00:58,3.38,-59.8,91.49,45,70,10.4
472,Omsukchan,RU,2020-03-30 22:00:58,62.53,155.8,3.99,84,76,1.77
473,Vinh,VN,2020-03-30 22:00:59,18.67,105.67,74.59,92,73,2.84
474,Mayor Pablo Lagerenza,PY,2020-03-30 22:00:59,-19.93,-60.77,92.73,44,93,5.01
475,Bahia Blanca,AR,2020-03-30 21:57:01,-38.72,-62.27,59.49,73,100,13.4
476,Kargasok,RU,2020-03-30 22:01:00,59.06,80.86,35.44,93,100,11.65
477,Praia Da Vitoria,PT,2020-03-30 22:00:00,38.73,-27.07,59.0,82,40,25.84
478,Azangaro,PE,2020-03-30 22:01:01,-14.92,-70.22,55.85,21,89,7.52
479,Sept-Iles,CA,2020-03-30 22:01:01,50.2,-66.38,32.0,92,90,3.36
480,Lagos,NG,2020-03-30 21:59:49,6.58,3.75,82.4,88,20,6.93
481,Grand Gaube,MU,2020-03-30 22:01:02,-20.01,57.66,80.6,94,40,6.93
482,Miyako,JP,2020-03-30 22:01:02,39.64,141.95,39.4,70,0,3.6
483,Martapura,ID,2020-03-30 22:01:02,-3.42,114.85,75.24,93,94,2.62
484,Tahta,EG,2020-03-30 22:01:02,26.77,31.5,73.81,17,15,5.19
485,Neepawa,CA,2020-03-30 22:00:33,50.23,-99.47,57.2,44,40,17.22
486,Lac Du Bonnet,CA,2020-03-30 22:01:03,50.25,-96.06,44.89,74,100,9.42
487,Ulladulla,AU,2020-03-30 22:01:03,-35.35,150.47,68.0,100,40,6.93
488,Champerico,GT,2020-03-30 22:00:35,14.3,-91.92,89.6,55,40,13.87
489,Hokitika,NZ,2020-03-30 22:01:04,-42.72,170.97,59.41,65,32,5.79
490,Karratha,AU,2020-03-30 22:00:55,-20.74,116.85,86.23,34,0,12.68
491,Laguna,US,2020-03-30 22:01:05,38.42,-121.42,69.01,55,75,6.93
492,Gryazi,RU,2020-03-30 22:01:05,52.5,39.94,37.4,69,91,13.42
493,Uvinza,TZ,2020-03-30 22:01:06,-5.1,30.39,66.67,66,7,1.5
494,Suntar,RU,2020-03-30 22:01:06,62.14,117.63,21.24,96,99,8.81
495,Mahajanga,MG,2020-03-30 22:01:06,-15.72,46.32,80.6,78,20,4.7
496,Alofi,NU,2020-03-30 22:01:07,-19.06,-169.92,84.2,83,75,9.17
497,Sao Filipe,CV,2020-03-30 22:01:07,14.9,-24.5,72.28,80,93,13.47
498,Gat,IL,2020-03-30 22:01:07,31.61,34.76,80.6,37,40,12.75
499,Santa Fe Do Sul,BR,2020-03-30 22:01:08,-20.21,-50.93,78.51,73,12,4.45
500,Haflong,IN,2020-03-30 22:01:08,25.18,93.03,65.12,32,0,1.41
501,Vila Franca Do Campo,PT,2020-03-30 21:59:46,37.72,-25.43,59.0,77,40,11.41
502,Weiz,AT,2020-03-30 22:01:09,47.22,15.62,35.01,47,74,5.82
503,Masterton,NZ,2020-03-30 22:01:09,-40.96,175.66,64.0,78,100,1.01
504,Porto Santo,PT,2020-03-30 22:01:10,33.07,-16.34,64.4,77,40,21.92
505,Kars,TR,2020-03-30 21:58:54,40.6,43.09,35.6,47,40,4.7
506,Kuito,AO,2020-03-30 22:01:11,-12.38,16.93,60.85,57,58,3.44
507,Mazagao,BR,2020-03-30 22:01:11,-0.12,-51.29,84.2,89,40,6.93
508,San Ignacio,BZ,2020-03-30 21:59:25,17.16,-89.07,91.4,49,75,9.17
509,Fare,PF,2020-03-30 22:01:11,-16.7,-151.02,83.68,79,77,14.47
510,Jha Jha,IN,2020-03-30 22:01:12,24.77,86.37,75.49,24,0,7.09
511,Ahipara,NZ,2020-03-30 22:01:12,-35.17,173.17,64.72,74,0,7.31
512,Majene,ID,2020-03-30 21:57:25,-3.54,118.97,77.99,82,77,4.88
513,Guiratinga,BR,2020-03-30 22:01:13,-16.35,-53.76,75.99,75,100,4.12
514,Alpena,US,2020-03-30 21:59:24,45.06,-83.43,41.0,83,90,11.41
515,Chegem,RU,2020-03-30 22:01:13,43.28,43.13,48.2,93,75,2.24
516,Aswan,EG,2020-03-30 22:01:14,24.09,32.91,73.33,19,0,7.11
517,Naqadeh,IR,2020-03-30 21:57:10,36.96,45.39,38.89,48,43,9.13
518,Tahoua,NE,2020-03-30 22:01:14,14.89,5.27,95.0,10,77,2.24
519,Lieksa,FI,2020-03-30 22:01:15,63.32,30.02,20.86,90,19,5.64
520,Cao Bang,VN,2020-03-30 22:00:50,22.67,106.25,61.72,65,98,2.53
521,Tongliao,CN,2020-03-30 22:01:16,43.61,122.27,43.97,49,100,15.59
522,Okha,RU,2020-03-30 22:01:16,53.57,142.95,28.62,97,91,8.3
523,Tiznit,MA,2020-03-30 22:01:16,29.58,-9.5,57.15,47,0,4.32
524,Codrington,AU,2020-03-30 22:01:17,-38.27,141.97,55.56,87,27,11.5
525,Nouadhibou,MR,2020-03-30 22:01:17,20.93,-17.03,66.2,77,14,11.41
526,Naryan-Mar,RU,2020-03-30 22:01:17,67.67,53.09,17.87,96,96,16.46
527,Villa Maria,AR,2020-03-30 22:01:17,-32.41,-63.24,78.01,67,89,5.12
528,Parabel,RU,2020-03-30 22:01:18,58.7,81.48,35.31,92,100,12.37
529,Kushima,JP,2020-03-30 22:01:18,31.46,131.23,55.4,87,75,5.82
530,San Quintin,MX,2020-03-30 22:01:18,30.48,-115.95,64.67,55,100,12.48
531,Mountain Home,US,2020-03-30 22:01:19,43.13,-115.69,54.0,40,90,6.44
532,Sainte-Maxime,FR,2020-03-30 22:01:19,43.3,6.63,53.6,93,91,2.66
533,Muros,ES,2020-03-30 22:01:35,42.78,-9.06,46.0,64,28,14.99
534,Vyartsilya,RU,2020-03-30 22:01:35,62.18,30.69,22.1,89,10,4.76
535,Baruun-Urt,MN,2020-03-30 22:01:35,46.68,113.28,21.9,73,40,8.75
536,Caravelas,BR,2020-03-30 22:01:36,-17.71,-39.25,79.16,84,10,10.74
537,Sur,OM,2020-03-30 22:01:36,22.57,59.53,76.87,77,29,10.54
538,Kangaatsiaq,GL,2020-03-30 22:01:37,68.31,-53.46,21.11,94,100,13.8
539,Angoche,MZ,2020-03-30 22:01:37,-16.23,39.91,75.38,84,25,10.09
540,Odweyne,SO,2020-03-30 22:01:37,9.41,45.06,79.47,41,18,5.82
541,Linxia,CN,2020-03-30 22:01:38,35.6,103.21,39.52,30,100,1.57
542,Watertown,US,2020-03-30 22:00:03,42.37,-71.18,41.0,86,90,9.17
543,Gwanda,ZW,2020-03-30 22:01:38,-20.93,29.0,66.33,42,0,6.42
544,Quatre Cocos,MU,2020-03-30 22:01:39,-20.21,57.76,80.6,94,40,6.93
545,Casino,AU,2020-03-30 22:01:39,-28.87,153.05,71.01,100,76,5.82
546,Maryville,US,2020-03-30 22:01:39,35.76,-83.97,69.8,37,90,10.29
547,High Prairie,CA,2020-03-30 22:01:40,55.43,-116.49,14.85,89,100,12.73
548,Gua Musang,MY,2020-03-30 22:01:41,4.88,101.96,72.01,85,96,0.63
549,Moron,AR,2020-03-30 21:57:59,-34.65,-58.62,79.0,78,40,11.41
550,Linjiang,CN,2020-03-30 22:01:42,41.81,126.91,36.43,67,100,3.85
